,hhld_id,drvr_cnt,veh_cnt,min_age,hoh_age,max_age,avg_age,min_mon_lic,hoh_mon_lic,max_mon_lic,avg_mon_lic,cnt_yth,cnt_female,cnt_male,cnt_married,cnt_single,hoh_married,cnt_auto,cnt_mtrcyc,avg_majr_viol,cnt_majr_viol,cnt_minr_viol,avg_minr_viol,cnt_lic_susp,curnt_insurer,time_w_carr,inforce_ind,prior_bi,fire_ind,homeowner_ind,veh_lien_cnt,veh_lease_cnt,veh_own_cnt,monthly_pay_ind,veh_w_coll_cnt,veh_w_comp_cnt,veh_w_ers_cnt,curnt_bi_low,curnt_bi_upp,credit_score,zipcode,premium,loss_amount,loss_ratio,fault_claims,not_at_fault_claims,future_clm_ind
19238,19239,1,2,43.15,43.15,43.15,43.15,325.795,325.795,325.795,325.795,0,0,1,0,1,False,2,0,0.0,0,0,0.0,0,OTHER,5.0,1,25000.0,1,0,,0,2,1,1,1,1,25,25,588.82,98094,222.3,0.0,0.0,0.0,0.0,0
19239,19240,1,1,66.3,66.3,66.3,66.3,603.596,603.596,603.596,603.596,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,25000.0,0,0,,0,0,0,1,1,1,25,25,780.4,69073,133.6,0.0,0.0,0.0,0.0,0
19240,19241,1,2,47.252,47.252,47.252,47.252,375.018,375.018,375.018,375.018,0,0,1,0,1,False,2,0,0.0,0,1,1.0,0,MISSING,,0,,0,0,,0,0,1,1,1,1,100,100,720.01,87035,197.6,0.0,0.0,0.0,0.0,0
19241,19242,2,1,37.993,54.52,54.52,46.257,263.917,462.245,462.245,363.081,0,2,0,2,0,True,1,0,0.0,0,2,1.0,0,OTHER,3.0,1,25000.0,1,1,,0,0,1,1,1,1,25,25,675.345,79528,150.3,0.0,0.0,0.0,0.0,0
19242,19243,2,1,25.104,48.319,48.319,36.711,109.242,387.823,387.823,248.533,0,1,1,0,2,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,0,1,0,0,0,25,25,725.116,28093,72.0,0.0,0.0,0.0,0.0,0
19243,19244,2,1,45.637,61.052,61.052,53.345,355.649,540.629,540.629,448.139,0,1,1,1,1,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,1,1,1,25,25,728.279,17861,133.6,0.0,0.0,0.0,0.0,0
19244,19245,1,2,25.68,25.68,25.68,25.68,116.157,116.157,116.157,116.157,0,1,0,1,0,True,2,0,0.0,0,0,0.0,0,OTHER,2.5,1,25000.0,0,0,,0,1,1,0,1,1,100,100,461.677,80672,197.0,1296.085,6.579,0.0,0.0,1
19245,19246,1,2,36.852,36.852,36.852,36.852,250.226,250.226,250.226,250.226,0,0,1,0,1,False,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,1,0,1,1,1,100,100,628.635,41568,247.0,0.0,0.0,0.0,0.0,0
19246,19247,1,1,36.905,36.905,36.905,36.905,250.856,250.856,250.856,250.856,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,PROGRESSIVE,5.0,1,250000.0,1,1,,0,1,0,1,1,1,100,100,776.523,87108,120.24,0.0,0.0,0.0,0.0,0
19247,19248,1,1,43.863,43.863,43.863,43.863,334.356,334.356,334.356,334.356,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,PROGRESSIVE,1.5,1,50000.0,0,1,,0,0,0,0,0,1,25,25,579.195,65789,105.0,0.0,0.0,0.0,0.0,0
19248,19249,2,1,40.726,48.379,48.379,44.553,296.707,388.553,388.553,342.63,0,2,0,2,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,1,0,1,1,1,25,25,,65789,150.3,0.0,0.0,0.0,0.0,0
19249,19250,2,2,20.27,71.717,71.717,45.994,51.245,668.599,668.599,359.922,0,2,0,2,0,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,2,0,1,1,1,100,100,734.553,57830,177.84,0.0,0.0,0.0,1.0,0
19250,19251,1,2,46.063,46.063,46.063,46.063,360.752,360.752,360.752,360.752,0,0,1,0,1,False,2,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,2,0,1,1,1,50,50,543.411,38912,222.3,0.0,0.0,0.0,0.0,0
19251,19252,1,1,32.29,32.29,32.29,32.29,195.486,195.486,195.486,195.486,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,1,1,0,0,0,25,25,625.111,23332,100.0,0.0,0.0,0.0,0.0,0
19252,19253,1,1,37.438,37.438,37.438,37.438,213.025,168.791,168.791,168.791,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,50000.0,0,0,,0,1,0,1,1,1,25,25,831.444,65163,133.6,0.0,0.0,0.0,0.0,0
19253,19254,1,1,42.558,42.558,42.558,42.558,318.7,318.7,318.7,318.7,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,0,0,0,0,25,25,691.589,58368,90.0,0.0,0.0,0.0,0.0,0
19254,19255,1,1,22.422,22.422,22.422,22.422,28.16,0.0,0.0,0.0,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,FARMERS,0.5,1,25000.0,0,0,,0,0,0,0,0,1,100,100,571.145,79528,105.0,447.061,4.258,0.0,1.0,1
19255,19256,2,2,30.393,52.495,52.495,41.444,172.721,437.941,437.941,305.331,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,GEICO,1.0,1,250000.0,0,0,,0,2,1,1,1,1,25,25,648.146,88728,247.0,0.0,0.0,0.0,0.0,0
19256,19257,1,1,42.905,42.905,42.905,42.905,322.856,322.856,322.856,322.856,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,NATIONWIDE,5.0,1,25000.0,1,0,,0,0,0,1,1,1,25,25,653.685,98094,150.3,0.0,0.0,0.0,1.0,0
19257,19258,1,1,60.618,60.618,60.618,60.618,535.42,535.42,535.42,535.42,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,1.0,1,250000.0,0,0,,0,0,0,1,1,1,25,25,516.6,23092,167.0,0.0,0.0,0.0,1.0,0
19258,19259,2,2,25.211,48.605,48.605,36.908,110.529,391.262,391.262,250.895,0,1,1,2,0,True,2,0,0.0,0,1,0.5,0,MISSING,,0,,0,1,,0,1,0,2,2,1,25,25,741.86,52074,247.2,0.0,0.0,0.0,1.0,0
19259,19260,2,2,34.636,79.084,79.084,56.86,223.638,757.012,757.012,490.325,0,1,1,1,1,True,2,0,0.0,0,4,2.0,0,OTHER,5.0,1,250000.0,1,1,,0,1,0,1,1,1,100,100,836.542,56335,177.84,0.0,0.0,0.0,0.0,0
19260,19261,1,2,59.98,59.98,59.98,59.98,527.755,527.755,527.755,527.755,0,1,0,0,1,False,2,0,2.0,2,0,0.0,0,MISSING,,0,,1,1,,0,1,0,1,1,1,25,25,326.939,65789,266.76,0.0,0.0,0.0,0.0,0
19261,19262,1,1,35.028,35.028,35.028,35.028,228.337,228.337,228.337,228.337,0,1,0,0,1,False,1,0,0.0,0,1,1.0,0,GEICO,2.0,1,25000.0,0,0,,0,0,0,1,1,1,50,50,673.391,71258,167.0,0.0,0.0,0.0,0.0,0
19262,19263,2,2,22.565,57.034,57.034,39.799,78.784,492.404,492.404,285.594,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,OTHER,5.0,1,100000.0,1,1,,0,1,0,2,2,1,25,25,607.151,46350,278.1,0.0,0.0,0.0,0.0,0
19263,19264,1,1,46.71,46.71,46.71,46.71,368.516,368.516,368.516,368.516,0,0,1,0,1,False,1,0,0.0,0,2,2.0,0,GEICO,0.0,1,50000.0,0,1,,0,1,0,1,1,1,25,25,,28035,167.0,0.0,0.0,0.0,0.0,0
19264,19265,1,1,26.245,26.245,26.245,26.245,122.943,122.943,122.943,122.943,0,0,1,1,0,True,1,0,0.0,0,1,1.0,0,OTHER,4.0,1,100000.0,0,0,,0,1,0,1,1,1,25,25,600.253,39952,167.0,0.0,0.0,0.0,0.0,0
19265,19266,1,1,51.04,51.04,51.04,51.04,365.405,310.328,310.328,310.328,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,0,1,1,1,50,50,777.091,19380,120.24,0.0,0.0,1.0,0.0,0
19266,19267,2,2,16.0,65.56,65.56,40.78,0.0,594.72,594.72,297.36,1,1,1,2,0,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,0,1,2,1,1,25,25,576.404,21894,297.0,0.0,0.0,0.0,0.0,0
19267,19268,1,1,32.059,32.059,32.059,32.059,192.707,192.707,192.707,192.707,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,1,0,0,0,0,25,25,618.412,11234,100.0,0.0,0.0,0.0,0.0,0
19268,19269,2,2,49.132,76.598,76.598,62.865,397.589,727.181,727.181,562.385,0,2,0,2,0,True,2,0,0.0,0,0,0.0,0,ALLSTATE,1.5,1,100000.0,1,1,,1,0,1,2,2,1,50,50,599.091,45689,278.1,0.0,0.0,0.0,0.0,0
19269,19270,2,3,20.835,42.36,42.36,31.597,58.016,316.316,316.316,187.166,0,1,1,1,1,True,3,0,0.0,0,0,0.0,0,OTHER,5.0,1,25000.0,1,0,,0,1,0,3,3,0,25,25,743.065,38537,321.12,0.0,0.0,0.0,0.0,0
19270,19271,1,2,29.23,29.23,29.23,29.23,158.766,158.766,158.766,158.766,0,0,1,0,1,False,2,0,0.0,0,0,0.0,0,NATIONWIDE,0.5,1,100000.0,0,1,,0,1,0,2,2,2,100,100,638.389,25545,314.0,0.0,0.0,0.0,0.0,0
19271,19272,1,1,43.988,43.988,43.988,43.988,335.861,335.861,335.861,335.861,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,5.0,1,25000.0,1,0,,0,0,0,1,1,1,50,50,667.233,45689,150.3,0.0,0.0,0.0,0.0,0
19272,19273,1,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,1,0,1,0,True,1,0,0.0,0,1,1.0,0,OTHER,5.0,1,100000.0,0,0,,0,1,1,1,1,1,25,25,721.873,32997,133.6,0.0,0.0,0.0,0.0,0
19273,19274,1,1,54.547,54.547,54.547,54.547,462.564,462.564,462.564,462.564,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,100000.0,1,0,,0,1,0,0,0,1,50,50,665.027,23332,94.5,0.0,0.0,0.0,1.0,0
19274,19275,1,1,30.692,30.692,30.692,30.692,176.309,176.309,176.309,176.309,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,AMERICAN FAMILY,5.0,1,250000.0,0,1,,0,0,1,1,1,1,25,25,623.402,59792,167.0,0.0,0.0,0.0,0.0,0
19275,19276,2,4,43.049,77.285,77.285,60.167,324.587,735.417,735.417,530.002,0,1,1,2,0,True,4,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,25000.0,1,0,,0,3,0,4,4,4,100,100,662.544,51365,547.2,0.0,0.0,0.0,0.0,0
19276,19277,3,2,23.183,48.132,64.939,45.418,86.197,385.586,587.263,353.015,0,1,2,2,1,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,1,2,2,2,100,100,801.56,25433,251.2,0.0,0.0,0.0,0.0,0
19277,19278,1,1,50.254,50.254,50.254,50.254,411.053,411.053,411.053,411.053,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,0,0,0,0,25,25,636.908,36517,100.0,0.0,0.0,0.0,0.0,0
19278,19279,3,2,40.708,46.574,46.574,63.995,296.501,366.888,366.888,575.945,0,2,1,2,1,True,2,0,0.0,0,1,0.333,0,FARMERS,1.0,1,100000.0,1,1,,1,1,0,1,1,1,25,25,699.813,71258,222.3,0.0,0.0,1.0,0.0,0
19279,19280,1,1,68.433,68.433,68.433,68.433,629.2,629.2,629.2,629.2,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,2.0,1,25000.0,1,0,,0,0,0,1,1,1,25,25,515.651,81525,150.3,0.0,0.0,0.0,0.0,0
19280,19281,1,1,44.973,44.973,44.973,44.973,347.678,347.678,347.678,347.678,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,0.5,1,25000.0,1,0,,0,0,0,0,0,0,250,250,648.599,92002,90.0,0.0,0.0,0.0,1.0,0
19281,19282,2,1,43.582,49.879,49.879,46.73,330.98,406.542,406.542,368.761,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,250000.0,0,1,,0,1,1,1,1,1,25,25,818.969,52611,133.6,0.0,0.0,0.0,0.0,0
19282,19283,2,1,37.343,64.088,64.088,50.715,256.121,577.05,577.05,416.586,0,2,0,1,1,True,1,0,0.0,0,2,1.0,0,PROGRESSIVE,5.0,1,100000.0,1,0,,0,1,0,1,1,1,100,100,747.993,70927,120.24,0.0,0.0,0.0,0.0,0
19283,19284,1,3,42.177,42.177,42.177,42.177,281.882,249.634,249.634,249.634,0,1,0,1,0,True,3,0,0.0,0,2,2.0,0,OTHER,5.0,1,100000.0,0,0,,0,1,0,2,2,0,50,50,778.448,59792,307.2,0.0,0.0,0.0,0.0,0
19284,19285,2,1,17.556,72.477,72.477,45.017,18.671,677.728,677.728,348.2,1,1,1,1,1,True,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,50000.0,0,0,,0,1,1,0,0,1,100,100,637.141,71585,105.0,0.0,0.0,0.0,0.0,0
19285,19286,2,2,44.459,61.516,61.516,52.988,341.508,546.192,546.192,443.85,0,1,1,1,1,True,2,0,0.0,0,1,0.5,0,AMERICAN FAMILY,0.0,1,50000.0,1,1,,0,0,0,0,0,0,250,250,765.662,23092,129.6,0.0,0.0,0.0,0.0,0
19286,19287,2,3,27.37,69.548,69.548,48.459,136.436,642.582,642.582,389.509,0,1,1,1,1,True,3,0,0.0,0,2,1.0,0,PROGRESSIVE,5.0,1,100000.0,0,1,,0,2,0,3,3,0,50,50,637.819,83031,446.0,0.0,0.0,0.0,0.0,0
19287,19288,1,1,31.08,31.08,31.08,31.08,138.211,95.457,95.457,95.457,0,0,1,1,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,0,0,1,1,1,100,100,473.937,90600,150.3,0.0,0.0,1.0,0.0,0
19288,19289,2,1,37.285,72.076,72.076,54.68,255.414,672.911,672.911,464.163,0,1,1,0,2,False,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,25000.0,0,1,,0,0,0,1,1,1,25,25,817.86,80672,133.6,0.0,0.0,0.0,0.0,0
19289,19290,1,1,31.76,31.76,31.76,31.76,189.116,189.116,189.116,189.116,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,NATIONWIDE,0.5,1,25000.0,0,0,,0,0,0,1,1,1,25,25,509.594,31675,167.0,1110.862,6.652,0.0,0.0,1
19290,19291,1,1,47.543,47.543,47.543,47.543,378.512,378.512,378.512,378.512,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,100000.0,0,1,,0,0,0,1,1,1,100,100,561.629,59004,167.0,0.0,0.0,0.0,0.0,0
19291,19292,2,2,61.236,71.28,71.28,66.258,542.835,663.365,663.365,603.1,0,0,2,2,0,True,2,0,0.0,0,1,0.5,0,GEICO,0.0,1,25000.0,1,1,,0,0,1,1,2,1,25,25,554.851,54018,233.1,0.0,0.0,0.0,1.0,0
19292,19293,1,2,37.276,37.276,37.276,37.276,255.315,255.315,255.315,255.315,0,0,1,1,0,True,2,0,1.0,1,0,0.0,0,MISSING,,0,,0,1,,0,1,0,1,1,1,100,100,,88728,247.0,0.0,0.0,0.0,0.0,0
19293,19294,2,3,78.654,91.717,91.717,85.186,751.853,908.605,908.605,830.229,0,2,0,2,0,True,3,0,0.0,0,0,0.0,0,PROGRESSIVE,1.5,1,25000.0,1,1,,0,1,0,3,2,0,25,25,,89633,390.6,0.0,0.0,0.0,0.0,0
19294,19295,2,2,48.893,61.891,61.891,55.392,394.714,550.69,550.69,472.702,0,0,2,2,0,True,2,0,0.0,0,0,0.0,0,OTHER,5.0,1,25000.0,1,0,,0,0,0,2,2,1,25,25,541.578,55402,278.1,1048.287,3.769,0.0,0.0,1
19295,19296,1,1,57.299,57.299,57.299,57.299,495.589,495.589,495.589,495.589,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,100000.0,0,0,,0,0,0,1,1,1,25,25,518.485,84411,167.0,0.0,0.0,0.0,0.0,0
19296,19297,1,2,34.195,34.195,34.195,34.195,162.095,105.853,105.853,105.853,0,1,0,0,1,False,2,0,0.0,0,0,0.0,0,ALLSTATE,0.0,1,100000.0,0,0,,0,1,1,2,2,1,25,25,635.071,87096,309.0,0.0,0.0,0.0,0.0,0
19297,19298,1,1,68.713,68.713,68.713,68.713,632.556,632.556,632.556,632.556,0,1,0,0,1,False,0,1,0.0,0,0,0.0,0,OTHER,1.0,1,100000.0,1,1,,0,0,0,1,1,1,100,100,523.702,51365,150.3,0.0,0.0,0.0,0.0,0
19298,19299,1,1,46.267,46.267,46.267,46.267,363.204,363.204,363.204,363.204,0,1,0,1,0,True,1,0,0.0,0,0,0.0,0,OTHER,2.0,1,25000.0,0,0,,0,0,0,0,0,0,25,25,850.0,46350,80.0,0.0,0.0,0.0,0.0,0
19299,19300,2,1,20.967,53.033,53.033,37.0,59.607,444.402,444.402,252.004,0,1,1,0,2,False,1,0,0.0,0,0,0.0,0,NATIONWIDE,5.0,1,100000.0,1,1,,0,0,0,1,1,1,50,50,608.54,97231,150.3,0.0,0.0,0.0,2.0,0
19300,19301,1,2,52.106,52.106,52.106,52.106,433.275,433.275,433.275,433.275,0,1,0,0,1,False,2,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,1,0,1,1,1,50,50,759.937,17490,177.84,0.0,0.0,0.0,0.0,0
19301,19302,2,2,34.649,52.622,52.622,43.636,223.79,439.47,439.47,331.63,0,1,1,1,1,True,2,0,0.0,0,1,0.5,0,OTHER,5.0,1,100000.0,0,1,,0,1,0,1,1,1,250,250,610.798,66869,247.0,0.0,0.0,0.0,0.0,0
19302,19303,2,3,33.399,39.973,39.973,36.686,208.787,287.681,287.681,248.234,0,0,2,0,2,False,3,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,1,1,0,50,50,711.077,12124,257.6,0.0,0.0,0.0,0.0,0
19303,19304,1,1,40.817,40.817,40.817,40.817,297.801,297.801,297.801,297.801,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,1,1,1,1,1,25,25,580.274,80672,167.0,0.0,0.0,0.0,0.0,0
19304,19305,1,1,53.759,53.759,53.759,53.759,453.113,453.113,453.113,453.113,0,0,1,1,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,1,1,1,1,1,25,25,,78567,167.0,0.0,0.0,0.0,0.0,0
19305,19306,1,1,52.084,52.084,52.084,52.084,433.005,433.005,433.005,433.005,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,0,0,0,0,0,25,25,691.555,71258,100.0,0.0,0.0,0.0,0.0,0
19306,19307,3,2,34.01,51.309,62.38,49.233,216.124,423.706,556.566,398.798,0,2,1,0,3,False,2,0,0.0,0,1,0.333,0,GEICO,5.0,1,250000.0,0,1,,0,1,0,1,1,1,25,25,,55402,247.0,0.0,0.0,0.0,0.0,0
19307,19308,1,1,37.55,37.55,37.55,37.55,258.605,258.605,258.605,258.605,0,1,0,1,0,True,0,1,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,0,1,1,1,25,25,739.572,98094,133.6,0.0,0.0,0.0,0.0,0
19308,19309,2,1,17.824,55.907,55.907,36.865,21.883,478.886,478.886,250.385,1,1,1,2,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,1,0,0,0,0,25,25,621.561,39952,90.0,0.0,0.0,1.0,0.0,0
19309,19310,1,1,54.458,54.458,54.458,54.458,461.498,461.498,461.498,461.498,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,5.0,1,50000.0,1,0,,0,0,0,1,1,1,100,100,598.759,23092,150.3,0.0,0.0,0.0,0.0,0
19310,19311,3,2,23.492,50.97,50.97,56.76,89.908,419.644,419.644,489.116,0,1,2,2,1,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,0,0,1,1,1,250,250,843.251,70095,177.84,0.0,0.0,0.0,0.0,0
19311,19312,2,1,35.296,71.871,71.871,53.584,231.553,670.457,670.457,451.005,0,1,1,1,1,True,1,0,0.0,0,2,1.0,0,FARMERS,4.0,1,25000.0,0,0,,0,0,1,1,1,1,25,25,626.644,38537,167.0,0.0,0.0,0.0,0.0,0
19312,19313,2,1,30.188,44.591,44.591,37.389,170.256,343.088,343.088,256.672,0,2,0,2,0,True,1,0,0.0,0,0,0.0,0,AMERICAN FAMILY,1.0,1,250000.0,0,1,,0,0,0,1,1,1,25,25,695.984,32997,167.0,0.0,0.0,0.0,0.0,0
19313,19314,2,2,18.779,47.919,47.919,33.349,33.344,383.03,383.03,208.187,0,1,1,2,0,True,2,0,0.0,0,1,0.5,0,ALLSTATE,4.0,1,25000.0,0,1,,0,1,1,1,1,1,25,25,609.094,22476,247.0,1234.481,4.998,0.0,1.0,1
19314,19315,1,1,35.25,35.25,35.25,35.25,231.004,231.004,231.004,231.004,0,0,1,1,0,True,1,0,0.0,0,2,2.0,0,MISSING,,0,,0,0,,0,0,0,0,0,0,100,100,608.312,76116,100.0,0.0,0.0,0.0,0.0,0
19315,19316,1,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,0,1,0,1,False,1,0,0.0,0,1,1.0,0,PROGRESSIVE,0.0,1,25000.0,0,0,,0,0,0,0,0,1,100,100,715.443,38537,84.0,0.0,0.0,0.0,1.0,0
19316,19317,1,1,73.206,73.206,73.206,73.206,686.467,686.467,686.467,686.467,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,5.0,1,25000.0,0,0,,0,0,0,1,1,1,50,50,773.746,52720,133.6,0.0,0.0,0.0,1.0,0
19317,19318,2,2,29.167,39.928,39.928,34.548,158.005,287.138,287.138,222.572,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,0,1,1,1,1,25,25,850.0,90600,197.6,0.0,0.0,0.0,1.0,0
19318,19319,1,1,21.564,21.564,21.564,21.564,66.769,66.769,66.769,66.769,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,1,0,0,1,1,1,25,25,514.778,22476,167.0,0.0,0.0,0.0,0.0,0
19319,19320,1,1,57.409,57.409,57.409,57.409,496.91,496.91,496.91,496.91,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,1,1,1,1,25,25,677.238,37564,167.0,0.0,0.0,0.0,0.0,0
19320,19321,2,1,48.239,60.705,60.705,54.472,386.872,536.463,536.463,461.668,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,FARMERS,0.5,1,100000.0,1,0,,0,0,1,1,1,1,100,100,646.641,24811,150.3,0.0,0.0,0.0,0.0,0
19321,19322,3,1,30.207,36.531,37.841,34.859,170.48,246.366,262.088,226.311,0,2,1,2,1,True,1,0,0.0,0,0,0.0,0,GEICO,2.0,1,25000.0,1,1,,0,0,1,1,0,1,25,25,633.5,32997,139.5,0.0,0.0,0.0,0.0,0
19322,19323,1,1,36.203,36.203,36.203,36.203,242.431,242.431,242.431,242.431,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,1,1,1,1,50,50,800.435,16107,120.24,0.0,0.0,0.0,0.0,0
19323,19324,3,1,17.799,47.191,68.118,44.369,21.586,374.287,625.421,340.431,1,1,2,2,1,True,1,0,0.0,0,0,0.0,0,ALLSTATE,2.5,1,100000.0,1,1,,0,0,1,1,1,1,50,50,710.525,52611,120.24,0.0,0.0,0.0,1.0,0
19324,19325,1,1,52.675,52.675,52.675,52.675,440.102,440.102,440.102,440.102,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,250000.0,0,1,,0,0,1,1,1,1,50,50,583.041,65789,167.0,0.0,0.0,0.0,0.0,0
19325,19326,2,2,51.356,58.689,58.689,55.023,424.272,512.273,512.273,468.272,0,0,2,2,0,True,2,0,0.0,0,1,0.5,0,ALLSTATE,3.0,1,100000.0,0,1,,0,1,1,1,2,1,25,25,714.512,52074,207.2,0.0,0.0,1.0,0.0,0
19326,19327,1,1,43.361,43.361,43.361,43.361,328.332,328.332,328.332,328.332,0,1,0,1,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,1,0,0,1,50,50,586.186,64123,94.5,0.0,0.0,0.0,0.0,0
19327,19328,2,2,16.0,64.491,64.491,40.245,0.0,581.891,581.891,290.945,1,0,2,2,0,True,2,0,0.0,0,0,0.0,0,OTHER,5.0,1,50000.0,1,1,,0,1,1,1,1,1,100,100,600.815,43446,222.3,0.0,0.0,0.0,0.0,0
19328,19329,2,2,34.054,49.852,49.852,41.953,216.649,406.222,406.222,311.435,0,2,0,2,0,True,2,0,0.0,0,0,0.0,0,FARMERS,3.0,1,25000.0,1,0,,0,0,0,1,1,1,100,100,698.174,28093,222.3,0.0,0.0,0.0,1.0,0
19329,19330,1,1,51.234,51.234,51.234,51.234,422.806,422.806,422.806,422.806,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,5.0,1,50000.0,1,0,,0,1,0,1,1,1,25,25,,98094,150.3,0.0,0.0,0.0,0.0,0
19330,19331,1,1,55.148,55.148,55.148,55.148,469.78,469.78,469.78,469.78,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,1.0,1,50000.0,1,0,,0,0,1,1,1,1,50,50,444.473,51467,150.3,0.0,0.0,0.0,0.0,0
19331,19332,1,1,34.366,34.366,34.366,34.366,220.394,220.394,220.394,220.394,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,1,0,1,1,1,25,25,489.177,52720,167.0,0.0,0.0,0.0,0.0,0
19332,19333,2,2,16.0,40.92,40.92,28.46,0.0,299.045,299.045,149.522,1,1,1,2,0,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,1,0,2,2,1,100,100,746.329,69073,222.48,0.0,0.0,0.0,0.0,0
19333,19334,2,3,24.329,47.034,47.034,35.682,99.952,372.412,372.412,236.182,0,1,1,1,1,True,3,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,2,0,2,3,0,50,50,850.0,18037,316.8,0.0,0.0,0.0,0.0,0
19334,19335,1,1,53.337,53.337,53.337,53.337,448.049,448.049,448.049,448.049,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,0,0,0,1,25,25,683.217,76116,94.5,0.0,0.0,0.0,0.0,0
19335,19336,2,2,38.049,47.296,47.296,42.673,264.591,375.557,375.557,320.074,0,1,1,1,1,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,2,1,1,100,100,723.123,15906,237.6,0.0,0.0,0.0,0.0,0
19336,19337,2,1,37.555,65.331,65.331,51.443,258.655,591.977,591.977,425.316,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,OTHER,3.5,1,100000.0,1,1,,0,1,0,1,1,1,25,25,613.753,51365,150.3,0.0,0.0,0.0,0.0,0
